source_index,text,text_clean,actual,predicted,correct,word_count_clean,predicted_score,runner_up_label,runner_up_score,decision_margin
3138,"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .","at 1411 cet , arcelormittal had lost 7.26 % to eur 17.38 on euronext paris , coming at the lead of the blue-chip fallers .",negative,neutral,False,25,0.25482489413967524,negative,-0.4689041692861637,0.7237290634258389
3141,"Kiosk and cinema operations have suffered , in particular .","kiosk and cinema operations have suffered , in particular .",negative,neutral,False,10,0.25048182609587355,positive,-0.5153799860802626,0.7658618121761361
3207,"HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports .","helsinki thomson financial - shares closed little changed , with cargotec and huhtamaki dropping sharply on disappointing second-quarter reports .",negative,neutral,False,20,0.44772946384514395,negative,-0.7926445709978526,1.2403740348429966
3212,"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .","the baltimore police and fire pension , which has about $ 1.5 billion , lost about $ 3.5 million in madoff ponzi scheme .",negative,neutral,False,24,0.5959624370498517,negative,-0.7187460865056772,1.314708523555529
2206,"The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 .","the contracts of the employees , 96 of whom are blue-collar workers , will be ended between march and august 2011 .",negative,neutral,False,22,0.965590020911642,negative,-0.9466299905464498,1.9122200114580918
3109,"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands .","many of the commercial vessels had got stuck in the narrow bay of bothnia , where the ice is thicker , and around the aaland islands .",negative,neutral,False,27,1.1387335389238107,negative,-1.112100606484426,2.250834145408237
3205,"According to Scanfil , demand for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is expected to remain unstable for the rest of the year .","according to scanfil , demand for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is expected to remain unstable for the rest of the year .",negative,positive,False,34,-0.07065770504726399,negative,-0.07431985605739877,0.0036621510101347843
3217,"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .","dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw ebit drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",negative,positive,False,54,0.35250157886073796,negative,0.3352316183081384,0.01726996055259955
3044,"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told .","belarus oao lidskoe pivo brewery , based in the grodno region , reported a 1.1 % decrease in output to 1.045 million decaliters in january-march 2010 , a representative in the administration of the company told .",negative,positive,False,37,-0.10328739105120999,neutral,-0.13815422206719086,0.03486683101598087
3099,"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ó ??","copper , lead and nickel also dropped ... hbos ( hbos ) plummeted 20 % to 70.3 pence after saying this year+ó ??",negative,positive,False,23,-0.19612151224033436,negative,-0.2604942396832167,0.06437272744288236
506,"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .","finnish power supply solutions and systems provider efore oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending october 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",negative,positive,False,47,0.31009372535999047,negative,0.21007504856532033,0.10001867679467014
3306,"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .","insurer axa ( par : cs ) slid by 5.35 % to eur 14.15 , after citigroup and ing slashed their targets on the stock .",negative,positive,False,26,-0.04655249575559217,neutral,-0.18805315590640515,0.14150066015081297
3402,"Changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the Kauhava plant , according to the company .","changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the kauhava plant , according to the company .",negative,positive,False,27,-0.014791225231369332,neutral,-0.2993447151359998,0.2845534899046305
3082,`` Those uncertainties cloud the long-term outlook . '',`` those uncertainties cloud the long-term outlook . '',negative,positive,False,9,0.08298977939249452,neutral,-0.231872270905908,0.31486205029840253
2894,Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,operating profit was eur 1.6 mn in 2005 compared to eur 5.9 mn in 2004 .,negative,positive,False,16,0.38156463525475814,negative,0.022109931494658785,0.35945470376009936
507,"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri","adp news - apr 22 , 2009 - finnish business information systems developer solteq oyj hel : stq1v said today its net loss widened to eur 189,000 usd 245,000 for the first quarter of 2009 from eur 10,000 for the same peri",negative,positive,False,42,0.35845811268098715,negative,-0.048563175445785256,0.4070212881267724
2845,"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .","according to ceo matti perkonoja of the parent company hkscan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",negative,positive,False,34,0.10832717236650125,neutral,-0.37503138134453673,0.483358553711038
3124,Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,relations with the city have been further damaged by comments from mr ashley criticising city investors and analysts as `` cry babies '' .,negative,positive,False,24,0.10838299000776874,negative,-0.4123677988940385,0.5207507889018073
3385,The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year .,the company said that sales in the three months to the end of march slid to eur86 .4 m us$ 113.4 m from eur91 .2 m last year .,negative,positive,False,29,0.46146844126054876,negative,-0.10465284319666579,0.5661212844572145
3139,Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,cash flow from operations in january-december 2008 was a negative eur 18.1 mn compared to eur 39.0 mn in the corresponding period in 2007 .,negative,positive,False,25,0.608583137588147,negative,-0.015517185323230986,0.624100322911378
1669,Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway .,runway visual range is a calculated assessment of the distance that a pilot can see down a runway .,neutral,negative,False,19,0.467638460580747,neutral,0.33496287276100367,0.1326755878197433
1357,"For the fiscal year ending September 30 , 2009 the revenue from these customers was $ 10.012 million or around 11.0 % of the transportation group 's revenue .","for the fiscal year ending september 30 , 2009 the revenue from these customers was $ 10.012 million or around 11.0 % of the transportation group 's revenue .",neutral,negative,False,29,-0.04579925495053461,neutral,-0.3361727386185154,0.29037348366798077
456,"AGJ recorded EUR 43 mln sales in 2006 , most of which was generated by exports to customers in Western Europe , the statement said .","agj recorded eur 43 mln sales in 2006 , most of which was generated by exports to customers in western europe , the statement said .",neutral,positive,False,26,-0.2252955259121533,neutral,-0.24246673442908573,0.017171208516932435
2500,EUR 152.4 mn of this was net interest income .,eur 152.4 mn of this was net interest income .,neutral,positive,False,10,-5.6045712692354144e-05,neutral,-0.15193657649344805,0.1518805307807557
1396,"Of this , EUR 38.8 mn was net interest income .","of this , eur 38.8 mn was net interest income .",neutral,positive,False,11,0.010204954634056351,neutral,-0.175565320015179,0.18577027464923535
350,Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP or IMAP e-mail services .,nokia messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all pop or imap e-mail services .,neutral,positive,False,26,0.03389616125460504,neutral,-0.16166899442491844,0.19556515567952348
1228,"As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry .","as with other stakeholders , comptel has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry .",neutral,positive,False,31,-0.07198003574561196,neutral,-0.277892034076235,0.20591199833062301
1085,"The contracts awarded to date , in connection with the system , amount to a total EUR 36 million .","the contracts awarded to date , in connection with the system , amount to a total eur 36 million .",neutral,positive,False,20,-0.03624355787495437,neutral,-0.2434021361032026,0.20715857822824824
1953,"Finnish electronics contract maker Incap Oyj said on January 3 , 2008 it sold its manufacturing facilities in Helsinki to local real estate company Sponda Oyj for 5.3 mln euro ( $ 7.8 mln ) .","finnish electronics contract maker incap oyj said on january 3 , 2008 it sold its manufacturing facilities in helsinki to local real estate company sponda oyj for 5.3 mln euro ( $ 7.8 mln ) .",neutral,positive,False,36,-0.1809101820989264,negative,-0.39024644878671605,0.20933626668778965
2389,"Uncertainties still exist , however .","uncertainties still exist , however .",neutral,positive,False,6,-0.032560204621047584,neutral,-0.2543346175930964,0.2217744129720488
927,The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .,the eur 0.7 million non-recurring expenses have been recorded for the third quarter .,neutral,positive,False,14,-0.05713866349036478,neutral,-0.3031404335657605,0.2460017700753957
2025,Karppinen expects the consolidation trend to continue in the Finnish market .,karppinen expects the consolidation trend to continue in the finnish market .,neutral,positive,False,12,-0.04638406682346774,neutral,-0.34365257494073287,0.29726850811726513
1634,Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply .,neste shipping is the most likely to remain finnish as the oil sector and its transports are significant for emergency supply .,neutral,positive,False,22,0.17418291171334577,neutral,-0.17406112931376438,0.34824404102711015
2518,"From 2003 on , the emphasis of Kyro 's strategy has been on Glaston 's growth .","from 2003 on , the emphasis of kyro 's strategy has been on glaston 's growth .",neutral,positive,False,17,-0.014188942694621898,neutral,-0.40492486871277766,0.39073592601815577
360,"A corresponding increase of 85,432.50 euros in Ahlstrom 's share capital has been entered in the Trade Register today .","a corresponding increase of 85,432.50 euros in ahlstrom 's share capital has been entered in the trade register today .",neutral,positive,False,20,0.11895812861460753,neutral,-0.2980213391800117,0.41697946779461925
1844,"According to Saarioinen 's Managing Director Ilkka M+ñkel+ñ , the food industry sector has a significant excess of production machinery .","according to saarioinen 's managing director ilkka m+ñkel+ñ , the food industry sector has a significant excess of production machinery .",neutral,positive,False,21,0.22936055376195996,negative,-0.49546241626955895,0.724822970031519
368,Finnish food company Raisio Oyj HEL : RAIVV said on Friday it has wrapped up the divestment of its margarine operations to US sector player Bunge Ltd NYSE : BG for EUR80m USD119 .2 m .,finnish food company raisio oyj hel : raivv said on friday it has wrapped up the divestment of its margarine operations to us sector player bunge ltd nyse : bg for eur80m usd119 .2 m .,neutral,positive,False,36,0.6769057810968051,negative,-0.617790438087137,1.2946962191839422
1748,The increase range will vary up to 10 % .,the increase range will vary up to 10 % .,neutral,positive,False,10,1.6417936229349448,neutral,-0.9995568026732274,2.6413504256081723
1465,"ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 million","adp news - feb 25 , 2009 - finnish printed circuit board pcb maker aspocomp group oyj hel : acg1v said today it swung to a net profit of eur 300,000 usd 385,000 for 2008 versus a net loss of eur 65.3 million",positive,negative,False,43,0.009148144193884988,positive,-0.031411471537205804,0.04055961573109079
1369,"In Middle East & North Africa , Tecnotree has grown considerably in the recent years .","in middle east & north africa , tecnotree has grown considerably in the recent years .",positive,negative,False,16,-0.12328411955540086,positive,-0.17737651014289624,0.054092390587495376
1460,Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier .,finnish silicon wafers manufacturer okmetic oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier .,positive,negative,False,42,0.35343916795612784,positive,0.2657218901125288,0.08771727784359906
1468,"mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 .","mn , and pretax profit to eur 46.4 mn from eur 35.8 mn in the third quarter of 2006 .",positive,negative,False,20,-0.04667925019695407,positive,-0.1479023674367166,0.10122311723976252
1410,Satama 's net sales would be higher than the year before .,satama 's net sales would be higher than the year before .,positive,negative,False,12,-0.16900743288525233,neutral,-0.3075029698226185,0.13849553693736616
479,Unit costs for flight operations fell by 6.4 percent .,unit costs for flight operations fell by 6.4 percent .,positive,negative,False,10,1.3759505532681602,positive,-0.9577291452957355,2.3336796985638957
3159,The main strength of the cooperation project lies in merging the know-how of two large companies .,the main strength of the cooperation project lies in merging the know-how of two large companies .,positive,neutral,False,17,-0.14321433530834538,positive,-0.1673885439053523,0.02417420859700692
1287,"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete .","fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of eur5 million a year by consolidating certain parts of the housewares division where the two compete .",positive,neutral,False,35,-0.03890888312128393,positive,-0.10156026759002001,0.06265138446873608
632,Sports equipment sales also progressed well owing to the prolonged winter season .,sports equipment sales also progressed well owing to the prolonged winter season .,positive,neutral,False,13,-0.18579332510734525,positive,-0.2939416823061626,0.10814835719881732
121,"After the takeover , Cramo will become the second largest rental services provider in the Latvian market .","after the takeover , cramo will become the second largest rental services provider in the latvian market .",positive,neutral,False,18,-0.006258947349922495,positive,-0.13928325623524695,0.13302430888532446
434,The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007 .,the robust growth was the result of the inclusion of clothing chain lindex in the group in december 2007 .,positive,neutral,False,20,-0.051781389246807474,positive,-0.21981611901052572,0.16803472976371825
648,"The original name Componenta +àm+Ñl , as a subsidiary of the Finnish Componenta Group , has been changed to +àm+Ñl Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009 .","the original name componenta +àm+ñl , as a subsidiary of the finnish componenta group , has been changed to +àm+ñl components and the company has seen a 63 % growth in q1 2010 , in comparison to q1 2009 .",positive,neutral,False,40,-0.09570470341105286,positive,-0.3161952928547483,0.22049058944369543
14,"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , plans to double its revenues by 2007-2008 .","incap contract manufacturing services pvt ltd , a subsidiary of incap corporation of finland , plans to double its revenues by 2007-2008 .",positive,neutral,False,23,0.005897196495407542,positive,-0.26844112586250574,0.2743383223579133
1144,"HELSINKI (Thomson Financial)- Kemira GrowHow swung into profit in its first quarter earnings on improved sales , especially in its fertilizer business in Europe , which is normally stronger during the first quarter .","helsinki (thomson financial)- kemira growhow swung into profit in its first quarter earnings on improved sales , especially in its fertilizer business in europe , which is normally stronger during the first quarter .",positive,neutral,False,34,-0.043293026608843876,positive,-0.32822666118019356,0.2849336345713497
168,"Following the acquisition , Relacom will strengthen its presence in Finland , serving operators and office market with mobile and fixed networks construction , installation and maintenance services .","following the acquisition , relacom will strengthen its presence in finland , serving operators and office market with mobile and fixed networks construction , installation and maintenance services .",positive,neutral,False,29,0.1413132301188476,positive,-0.2283353964560751,0.3696486265749227
2913,Lean System supports change management and component purchasing extremely well .,lean system supports change management and component purchasing extremely well .,positive,neutral,False,11,0.2315628382729359,negative,-0.16335821315910426,0.39492105143204015
499,Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .,finnish bore that is owned by the rettig family has grown recently through the acquisition of smaller shipping companies .,positive,neutral,False,20,0.1013441678058572,negative,-0.3114181261158795,0.4127622939217367
567,The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 .,the aim is an annual improvement in ruukki construction 's operating profit of more than eur 3 million usd 4.1 m starting in 2009 .,positive,neutral,False,25,0.10277072581910845,positive,-0.3100097240107962,0.41278044982990464
621,NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation wins EUR50m equipment order in Australia -® 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment order in Australia .,nordic business report-26 june 2006-metso corporation wins eur50m equipment order in australia -® 1998-2006 m2 communications ltd the finnish engineering and technology group metso corporation said on monday ( 26 june ) that it has received a eur50m equipment order in australia .,positive,neutral,False,43,0.18777307621394382,positive,-0.23344135296522311,0.42121442917916696
64,"`` The change will optimize the operational efficiencies of our growing business , '' said Julia Prohaska , director of marketing communications for Fiskars .","`` the change will optimize the operational efficiencies of our growing business , '' said julia prohaska , director of marketing communications for fiskars .",positive,neutral,False,25,0.14500714728508918,positive,-0.2941428319703151,0.4391499792554043
606,"Fiskars has a strong portfolio of international brands , which include Fiskars , Iittala , Gerber , Silva and Buster .","fiskars has a strong portfolio of international brands , which include fiskars , iittala , gerber , silva and buster .",positive,neutral,False,21,0.19564269527165912,positive,-0.24911604567034307,0.4447587409420022
1178,"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added .","combining the two producers will create a strong eu-based fertilizer industry capable of meeting global competition , they added .",positive,neutral,False,20,0.06241186302075896,positive,-0.4638928036125069,0.5263046666332658
312,"The airline has ordered nine Airbus A350-900 aircraft with deliveries from 2011 , and in doing so becomes the lead airline for the latest variant of Rolls-Royce Trent series engines , called the 1700 .","the airline has ordered nine airbus a350-900 aircraft with deliveries from 2011 , and in doing so becomes the lead airline for the latest variant of rolls-royce trent series engines , called the 1700 .",positive,neutral,False,35,0.30541743517268427,positive,-0.2256619509073287,0.5310793860800129
647,The mill has long traditions and holds an established position in the markets .,the mill has long traditions and holds an established position in the markets .,positive,neutral,False,14,0.3902204034193697,positive,-0.1543468942928402,0.5445672977122099
1279,"In China , Finnish Kone that provides elevators , escalators , and solutions for modernisation and maintenance will build 342 escalators that will be installed in a high-speed railway section between Beijing and Shanghai in a 1.5 years ' time .","in china , finnish kone that provides elevators , escalators , and solutions for modernisation and maintenance will build 342 escalators that will be installed in a high-speed railway section between beijing and shanghai in a 1.5 years ' time .",positive,neutral,False,41,0.1458363886043479,positive,-0.4291995859671941,0.575035974571542
1147,"MD Henning Bahr of Stockmann Gruppen praises the trend , since the chains become stronger and their decision-making processes more clear .","md henning bahr of stockmann gruppen praises the trend , since the chains become stronger and their decision-making processes more clear .",positive,neutral,False,22,0.13513583475386826,positive,-0.45535439211276585,0.5904902268666341
704,"The launch of the plant in June went well , and it has been producing the advanced fuel for a couple of weeks .","the launch of the plant in june went well , and it has been producing the advanced fuel for a couple of weeks .",positive,neutral,False,24,0.29829034249732134,positive,-0.4025642653711352,0.7008546078684565
1490,"Via the takeover , Panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries Kopijyva Oy and Sokonet Oy .","via the takeover , panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries kopijyva oy and sokonet oy .",positive,neutral,False,28,0.29353966522991454,positive,-0.40772059765204066,0.7012602628819552
1149,The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .,the company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .,positive,neutral,False,18,0.2288641232990186,positive,-0.5080701709469064,0.736934294245925
1329,"According to ACNielsen 's ScanTrack study for the period week 10 of 2005 to week 9 of 2006 , Coca-Cola is the market leader in soft drinks in Finland .","according to acnielsen 's scantrack study for the period week 10 of 2005 to week 9 of 2006 , coca-cola is the market leader in soft drinks in finland .",positive,neutral,False,30,0.13373369633354543,positive,-0.6332085923356059,0.7669422886691513
1232,"Luxembourg-registered investment fund Amber Trust II has won the final approval of Lithuania 's Competition Council to acquire 29.6 percent of Sanitas , the country 's largest pharmaceutical producer .","luxembourg-registered investment fund amber trust ii has won the final approval of lithuania 's competition council to acquire 29.6 percent of sanitas , the country 's largest pharmaceutical producer .",positive,neutral,False,30,0.43443919754834726,positive,-0.3999025748164296,0.8343417723647768
735,"Fiskars , the World 's  1 Scissors Brand TM , recently won Learning -« Magazine 's 2011 Teachers ' Choice Award for the Classroom .","fiskars , the world 's 1 scissors brand tm , recently won learning -« magazine 's 2011 teachers ' choice award for the classroom .",positive,neutral,False,25,0.37327277911198464,positive,-0.4779627256788293,0.851235504790814
1283,Both the net sales and operating profit were record high in the company 's history .,both the net sales and operating profit were record high in the company 's history .,positive,neutral,False,16,0.34847793568147395,positive,-0.5065671384018458,0.8550450740833198
244,"The company is in the process of building a new fleet and has placed orders for 10 P-Max tankers of 65,200 dwt .","the company is in the process of building a new fleet and has placed orders for 10 p-max tankers of 65,200 dwt .",positive,neutral,False,23,0.3646051991334702,positive,-0.49307611662456385,0.8576813157580341
1415,"The 50-50 joint venture , to be called Nokia Siemens Networks , will be comprised of Nokia 's network business group and Siemens ' carrier-related operations , creating estimated synergies of 1.5 billion euros ( $ 1.9 billion ) by 2010 , Nokia said .","the 50-50 joint venture , to be called nokia siemens networks , will be comprised of nokia 's network business group and siemens ' carrier-related operations , creating estimated synergies of 1.5 billion euros ( $ 1.9 billion ) by 2010 , nokia said .",positive,neutral,False,45,0.4068280110271712,positive,-0.5071775893710736,0.9140056003982449
589,"According to Kesko , the company agreed with the city administration about lease of the building in 2006 , its resettlement and construction of a five-star hotel Hilton for 120 rooms .","according to kesko , the company agreed with the city administration about lease of the building in 2006 , its resettlement and construction of a five-star hotel hilton for 120 rooms .",positive,neutral,False,32,0.4893619386319937,positive,-0.43365215446444016,0.9230140930964339
1127,"VDW combined with LXE devices enhances productivity , enabling workers to use a single device to perform voice , scanning and keyboard functions .","vdw combined with lxe devices enhances productivity , enabling workers to use a single device to perform voice , scanning and keyboard functions .",positive,neutral,False,24,0.36161012253905556,positive,-0.567324653157855,0.9289347756969105
118,According to Deputy MD Pekka Silvennoinen the aim is double turnover over the next three years .,according to deputy md pekka silvennoinen the aim is double turnover over the next three years .,positive,neutral,False,17,0.41529546398817085,positive,-0.5470228910039273,0.9623183549920982
1326,` Very recommendable ' is the Nokian Z G2 according to the ` ADAC judgement ' in the latest summer tyre test of the German automobile association ADAC .,` very recommendable ' is the nokian z g2 according to the ` adac judgement ' in the latest summer tyre test of the german automobile association adac .,positive,neutral,False,29,0.5106333508104299,positive,-0.4719456688194317,0.9825790196298616
1448,"`` We have analyzed Kaupthing Bank Sweden and found a business which fits well into Alandsbanken , '' said Alandsbanken 's chief executive Peter Wiklof in a statement .","`` we have analyzed kaupthing bank sweden and found a business which fits well into alandsbanken , '' said alandsbanken 's chief executive peter wiklof in a statement .",positive,neutral,False,29,0.3481581314770005,positive,-0.7119349835476019,1.0600931150246025
1336,Acquisitions have been made and businesses have been well integrated .,acquisitions have been made and businesses have been well integrated .,positive,neutral,False,11,0.45139585146119965,negative,-0.650139263584512,1.1015351150457118
1327,`` The announced investment of the carmaker Hyundai for example sounds optimistically for us as of course new cars mean new tires . '',`` the announced investment of the carmaker hyundai for example sounds optimistically for us as of course new cars mean new tires . '',positive,neutral,False,24,0.4264275265654651,positive,-0.7480895541532224,1.1745170807186875
117,South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .,south african sappi will become the largest foreign forest industry company operating in finland as a result of the acquisition finnish m-real corporation 's graphic papers business unit .,positive,neutral,False,29,0.5251235732812447,negative,-0.7930299357107985,1.3181535089920433
650,"The planned facility , estimated to cost around $ 814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .","the planned facility , estimated to cost around $ 814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the roundtable on sustainable palm oil ( rspo ) .",positive,neutral,False,38,0.5942469513810003,positive,-0.7293005506991129,1.323547502080113
542,"`` After the share purchase is completed , financing will also be provided to expand Latvia 's broadband infrastructure and to develop new areas of business , including acquisitions of other companies . ''","`` after the share purchase is completed , financing will also be provided to expand latvia 's broadband infrastructure and to develop new areas of business , including acquisitions of other companies . ''",positive,neutral,False,34,0.8612311486750261,positive,-0.740923889781022,1.6021550384560481
642,The company is also featured in the Ethibel Pioneer Investment Register and included in Innovest 's Global 100 list of the world 's most sustainable corporations .,the company is also featured in the ethibel pioneer investment register and included in innovest 's global 100 list of the world 's most sustainable corporations .,positive,neutral,False,27,1.1473524335760497,positive,-1.2099242611252001,2.35727669470125
1423,The company is well positioned in Brazil and Uruguay .,the company is well positioned in brazil and uruguay .,positive,neutral,False,10,1.2209034434121087,positive,-1.1877907913678012,2.40869423477991
